Team,Side,Formation,Package,Play
Green Bay Packers,Offense,Split Jokers,Heavy,Weak Draw
Green Bay Packers,Offense,Split Jokers,Heavy,50 Strong Outs
Green Bay Packers,Offense,Split Jokers,Heavy,Strong FB Toss
Green Bay Packers,Offense,Split Jokers,Heavy,PA X Slant
Green Bay Packers,Offense,Split Jokers,Heavy,QB Sneak
Green Bay Packers,Offense,Split Jokers,Heavy,50 Strong Flow
Green Bay Packers,Offense,Split Jacks,Jacks,Weak Dive
Green Bay Packers,Offense,Split Jacks,Jacks,90 TE Dump
Green Bay Packers,Offense,Split Jacks,Jacks,Strong Sweep
Green Bay Packers,Offense,Split Jacks,Jacks,Weak Trap
Green Bay Packers,Offense,Split Jacks,Jacks,50 H Seam
Green Bay Packers,Offense,Split Jacks,Jacks,Strong Iso
Green Bay Packers,Offense,Split Jacks,Jacks,PA All Stop
Green Bay Packers,Offense,Split Jacks,Jacks,Strong FB Dive
Green Bay Packers,Offense,Split Jacks,Jacks,50 Double Swing
Green Bay Packers,Offense,Pair Slot,Ace,Fake Toss Reverse
Green Bay Packers,Offense,Pair Slot,Ace,90 Z Arrow
Green Bay Packers,Offense,Pair Slot,Ace,Strong Draw
Green Bay Packers,Offense,Pair Slot,Ace,50 H Wheel
Green Bay Packers,Offense,Pair Slot,Ace,Weak G-Toss
Green Bay Packers,Offense,Pair Slot,Ace,50 X Curl
Green Bay Packers,Offense,Pair Slot,Ace,Strong TE Lead Toss
Green Bay Packers,Offense,Pair Slot,Ace,PA X Drag
Green Bay Packers,Offense,Pair Slot,Ace,Strong Power
Green Bay Packers,Offense,Pair Slot,Ace,50 Y Corner
Green Bay Packers,Offense,Pair Slot,Ace,Slot Reverse Strong B
Green Bay Packers,Offense,Pair Slot,Ace,H Lead Shovel
Green Bay Packers,Offense,Pair Slot,Ace,Toss Reverse Strong B
Green Bay Packers,Offense,Quads,Flush,90 H Speed Out
Green Bay Packers,Offense,Quads,Flush,Weak Dive
Green Bay Packers,Offense,Quads,Flush,50 Short Crosses
Green Bay Packers,Offense,Quads,Flush,Weak Zone Bounce
Green Bay Packers,Offense,Quads,Flush,50 H Screen Strong
Green Bay Packers,Offense,Quads,Flush,Strong Toss
Green Bay Packers,Offense,Quads,Flush,90 Y Speed Under
Green Bay Packers,Offense,Quads,Flush,Strong Dive
Green Bay Packers,Offense,Quads,Flush,50 H Wheel
Green Bay Packers,Offense,Quads,Flush,PA X Slide-n-Go
Green Bay Packers,Offense,Quads,Flush,Strong Draw
Green Bay Packers,Offense,Quads,Flush,PA-RO Z Stop
Green Bay Packers,Offense,Quads,Flush,Slot Reverse Strong
Green Bay Packers,Offense,Quads,Flush,PA Reverse Y Post
Green Bay Packers,Offense,Quads,Flush,Toss Reverse Strong
Green Bay Packers,Offense,Quads H Slot,Queens,50 X Under
Green Bay Packers,Offense,Quads H Slot,Queens,Weak FB Dive
Green Bay Packers,Offense,Quads H Slot,Queens,50 H Seam
Green Bay Packers,Offense,Quads H Slot,Queens,Weak FB Sweep
Green Bay Packers,Offense,Quads H Slot,Queens,50 H Flat
Green Bay Packers,Offense,Quads H Slot,Queens,Strong FB Toss
Green Bay Packers,Offense,Quads H Slot,Queens,PA Y Slant
Green Bay Packers,Offense,Quads H Slot,Queens,Strong FB Draw
Green Bay Packers,Offense,Quads H Slot,Queens,50 X/Z Comebacks
Green Bay Packers,Offense,Quads H Slot,Queens,H Slot Reverse
Green Bay Packers,Offense,Quads H Slot,Queens,90 All Hot
Green Bay Packers,Offense,Quads H Slot,Queens,H Toss Reverse
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 H Swing Strong
Green Bay Packers,Offense,Flip Tight Triple,Ace,Weak Dive
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 Y/Z Cross
Green Bay Packers,Offense,Flip Tight Triple,Ace,Weak Zone Bounce
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 TE/Y Cross
Green Bay Packers,Offense,Flip Tight Triple,Ace,Strong Fold Toss
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 H Screen Strong
Green Bay Packers,Offense,Flip Tight Triple,Ace,Strong TE Trap
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 TE Curl
Green Bay Packers,Offense,Flip Tight Triple,Ace,50 Strong Flow
Green Bay Packers,Offense,Flip Tight Triple,Ace,Strong Draw
Green Bay Packers,Offense,Flip Tight Triple,Ace,PA X Slide-n-Go
Green Bay Packers,Offense,Triple,Kings,90 H Bubble Strong
Green Bay Packers,Offense,Triple,Kings,Weak Stretch
Green Bay Packers,Offense,Triple,Kings,50 Y/Z Cross
Green Bay Packers,Offense,Triple,Kings,Weak Zone Bounce
Green Bay Packers,Offense,Triple,Kings,50 X Arrow-n-Go
Green Bay Packers,Offense,Triple,Kings,Strong Toss
Green Bay Packers,Offense,Triple,Kings,PA X Post-Corner
Green Bay Packers,Offense,Triple,Kings,Strong Draw
Green Bay Packers,Offense,Triple,Kings,50 H Screen Strong
Green Bay Packers,Offense,Triple,Kings,Toss Reverse Weak
Green Bay Packers,Offense,Triple,Kings,50 Strong Flow
Green Bay Packers,Offense,Triple,Kings,Slot Reverse Weak
Green Bay Packers,Offense,Tight Triple,Ace,90 TE Dump
Green Bay Packers,Offense,Tight Triple,Ace,Strong Y Trap
Green Bay Packers,Offense,Tight Triple,Ace,50 Y/Z Cross
Green Bay Packers,Offense,Tight Triple,Ace,50 TE Curl
Green Bay Packers,Offense,Tight Triple,Ace,Strong Dive
Green Bay Packers,Offense,Tight Triple,Ace,Flea Flicker
Green Bay Packers,Offense,Tight Triple,Ace,PA Z Slide-n-Go
Green Bay Packers,Offense,Tight Triple,Ace,Weak G-Toss
Green Bay Packers,Offense,Tight Triple,Ace,50 Strong Flow
Green Bay Packers,Offense,Tight Triple,Ace,Fake Toss Reverse
Green Bay Packers,Offense,Tight Triple,Ace,HB Pass
Green Bay Packers,Offense,Tight Triple,Ace,Strong Toss
Green Bay Packers,Offense,Doubles,Kings,90 Z Arrow
Green Bay Packers,Offense,Doubles,Kings,Weak Dive
Green Bay Packers,Offense,Doubles,Kings,50 H Swing Strong
Green Bay Packers,Offense,Doubles,Kings,Strong Power
Green Bay Packers,Offense,Doubles,Kings,90 All Hot
Green Bay Packers,Offense,Doubles,Kings,Strong Toss
Green Bay Packers,Offense,Doubles,Kings,PA-RO Z Stop
Green Bay Packers,Offense,Doubles,Kings,Strong Draw
Green Bay Packers,Offense,Doubles,Kings,PA X Post-Corner
Green Bay Packers,Offense,Doubles,Kings,Slot Reverse Strong
Green Bay Packers,Offense,Doubles,Kings,Flea Flicker
Green Bay Packers,Offense,Doubles,Kings,Toss Reverse Strong
Green Bay Packers,Offense,Empty Bunch,5 Wide,90 All Slam
Green Bay Packers,Offense,Empty Bunch,5 Wide,QB Draw
Green Bay Packers,Offense,Empty Bunch,5 Wide,50 Verts
Green Bay Packers,Offense,Empty Bunch,5 Wide,50 X/A Outs
Green Bay Packers,Offense,Empty Bunch,5 Wide,50 X/A In-n-Out
Green Bay Packers,Offense,Empty Bunch,5 Wide,50 Packer Flow
Green Bay Packers,Offense,Empty Tight,Ace,90 H Speed Under
Green Bay Packers,Offense,Empty Tight,Ace,QB Sneak
Green Bay Packers,Offense,Empty Tight,Ace,50 X/Z Deep Cross
Green Bay Packers,Offense,Empty Tight,Ace,50 TE/Y Outs
Green Bay Packers,Offense,Empty Tight,Ace,RO H Corner
Green Bay Packers,Offense,Empty Tight,Ace,50 Z/Y Swing
Green Bay Packers,Offense,Gun: Split Pro,Pro,90 All Hot
Green Bay Packers,Offense,Gun: Split Pro,Pro,Weak Lead Draw
Green Bay Packers,Offense,Gun: Split Pro,Pro,50 H Screen Weak
Green Bay Packers,Offense,Gun: Split Pro,Pro,Weak G-Toss
Green Bay Packers,Offense,Gun: Split Pro,Pro,50 H Swing Weak
Green Bay Packers,Offense,Gun: Split Pro,Pro,Strong Sweep
Green Bay Packers,Offense,Gun: Split Pro,Pro,PA X Post/Z Go
Green Bay Packers,Offense,Gun: Split Pro,Pro,Strong Counter
Green Bay Packers,Offense,Gun: Split Pro,Pro,50 Double Swing
Green Bay Packers,Offense,Gun: Trey Left,Flush,90 H Speed Out
Green Bay Packers,Offense,Gun: Trey Left,Flush,Weak Draw
Green Bay Packers,Offense,Gun: Trey Left,Flush,50 All Go
Green Bay Packers,Offense,Gun: Trey Left,Flush,Weak Trap
Green Bay Packers,Offense,Gun: Trey Left,Flush,50 Y/A Cross
Green Bay Packers,Offense,Gun: Trey Left,Flush,Strong Sweep
Green Bay Packers,Offense,Gun: Trey Left,Flush,50 X Post-Corner
Green Bay Packers,Offense,Gun: Trey Left,Flush,Weak Dive
Green Bay Packers,Offense,Gun: Trey Left,Flush,PA A Hook
Green Bay Packers,Offense,Gun: Split Twins,Pro,90 X/Z Speed Cross
Green Bay Packers,Offense,Gun: Split Twins,Pro,Weak Lead Draw
Green Bay Packers,Offense,Gun: Split Twins,Pro,50 Z CB/X Post
Green Bay Packers,Offense,Gun: Split Twins,Pro,Weak G-Toss
Green Bay Packers,Offense,Gun: Split Twins,Pro,50 X/Z In-n-Out
Green Bay Packers,Offense,Gun: Split Twins,Pro,Strong Counter
Green Bay Packers,Offense,Gun: Split Twins,Pro,H Lead Shovel
Green Bay Packers,Offense,Gun: Split Twins,Pro,Strong FB Dive
Green Bay Packers,Offense,Gun: Split Twins,Pro,50 Double Swing
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,50 H Swing Weak
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,Weak Draw
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,50 Y/Z Cross
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,Strong TE Trap
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,50 TE Seam
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,Strong Sweep
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,50 Strong Flow
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,Strong Power
Green Bay Packers,Offense,Gun: Flip Triple Left,Kings,50 TE/Y Cross
Green Bay Packers,Offense,Gun: Triple Left,Kings,90 Y Speed Under
Green Bay Packers,Offense,Gun: Triple Left,Kings,Weak Draw
Green Bay Packers,Offense,Gun: Triple Left,Kings,50 TE/Y Cross
Green Bay Packers,Offense,Gun: Triple Left,Kings,50 H Swing Weak
Green Bay Packers,Offense,Gun: Triple Left,Kings,Weak G-Toss
Green Bay Packers,Offense,Gun: Triple Left,Kings,50 H Screen Strong
Green Bay Packers,Offense,Gun: Triple Left,Kings,50 Y Corner
Green Bay Packers,Offense,Gun: Triple Left,Kings,Strong Sweep
Green Bay Packers,Offense,Gun: Triple Left,Kings,50 Strong Flow
Green Bay Packers,Offense,Gun: Split Spread,Queens,90 All Stop
Green Bay Packers,Offense,Gun: Split Spread,Queens,Weak Dive
Green Bay Packers,Offense,Gun: Split Spread,Queens,50 Z Slip Screen
Green Bay Packers,Offense,Gun: Split Spread,Queens,50 X Post-Corner
Green Bay Packers,Offense,Gun: Split Spread,Queens,Weak G-Toss
Green Bay Packers,Offense,Gun: Split Spread,Queens,PA X Stop-n-Go
Green Bay Packers,Offense,Gun: Split Spread,Queens,Weak Lead Draw
Green Bay Packers,Offense,Gun: Split Spread,Queens,PA Counter Pass
Green Bay Packers,Offense,Gun: Split Spread,Queens,Weak FB Sweep
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,90 H Speed Out
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,Weak Dive
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,50 Double Cross
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,Weak G-Toss
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,50 Y Middle Screen
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,Strong Sweep
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,H Lead Shovel
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,Weak Draw
Green Bay Packers,Offense,Gun: Pair Slot Left,Ace,50 X/Z Cross
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,90 All Slam
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,QB Draw
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,50 Verts
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,50 Packer Flow
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,50 X/A In-n-Out
Green Bay Packers,Offense,Gun: Empty Spread,5 Wide,50 X/A Outs
Green Bay Packers,Offense,Gun: Doubles Right,Kings,90 Y Quick Hitch
Green Bay Packers,Offense,Gun: Doubles Right,Kings,Strong Dive
Green Bay Packers,Offense,Gun: Doubles Right,Kings,50 All Go
Green Bay Packers,Offense,Gun: Doubles Right,Kings,50 H Swing Weak
Green Bay Packers,Offense,Gun: Doubles Right,Kings,Strong Toss
Green Bay Packers,Offense,Gun: Doubles Right,Kings,50 Stops-n-Corners
Green Bay Packers,Offense,Gun: Doubles Right,Kings,50 H Screen Strong
Green Bay Packers,Offense,Gun: Doubles Right,Kings,Strong Draw
Green Bay Packers,Offense,Gun: Doubles Right,Kings,50 Y Seam
Green Bay Packers,Offense,Gun: Quads Left,Flush,90 Y/A Hot
Green Bay Packers,Offense,Gun: Quads Left,Flush,Strong Dive
Green Bay Packers,Offense,Gun: Quads Left,Flush,50 All Go
Green Bay Packers,Offense,Gun: Quads Left,Flush,Weak G-Toss
Green Bay Packers,Offense,Gun: Quads Left,Flush,50 H Wheel
Green Bay Packers,Offense,Gun: Quads Left,Flush,Strong Sweep
Green Bay Packers,Offense,Gun: Quads Left,Flush,PA X Post-Corner
Green Bay Packers,Offense,Gun: Quads Left,Flush,Weak Draw
Green Bay Packers,Offense,Gun: Quads Left,Flush,50 Y Post
Green Bay Packers,Offense,Gun: Quads Left,Flush,PA Z Slide-n-Go
Green Bay Packers,Offense,Gun: Quads Left,Flush,QB Draw
Green Bay Packers,Offense,Gun: Quads Left,Flush,50 Slot Outs
Cleveland Browns,Offense,Ace Trips,Ace,90 H Bubble Motion
Cleveland Browns,Offense,Ace Trips,Ace,Strong Dive
Cleveland Browns,Offense,Ace Trips,Ace,50 X/Z In-n-Out
Cleveland Browns,Offense,Ace Trips,Ace,Weak Toss Counter
Cleveland Browns,Offense,Ace Trips,Ace,50 Z Comeback
Cleveland Browns,Offense,Ace Trips,Ace,Strong Toss
Cleveland Browns,Offense,Ace Trips,Ace,Weak Zone Cutback
Cleveland Browns,Offense,Ace Trips,Ace,50 H Swing Strong
Cleveland Browns,Offense,Ace Trips,Ace,Strong Draw
Cleveland Browns,Offense,Ace Trips,Ace,Weak Power
Cleveland Browns,Offense,Ace Trips,Ace,HB Pass
Cleveland Browns,Offense,Ace Trips,Ace,Strong Power
Cleveland Browns,Offense,Ace Trips,Ace,Slot Reverse Weak B
Cleveland Browns,Offense,Ace Trips,Ace,Flea Flicker
Cleveland Browns,Offense,Ace Trips,Ace,Toss Reverse Weak B
Cleveland Browns,Offense,Ace,Ace,90 X/Z Stops
Cleveland Browns,Offense,Ace,Ace,Strong Zone Cutback
Cleveland Browns,Offense,Ace,Ace,50 Stops-n-Corners
Cleveland Browns,Offense,Ace,Ace,Weak Trap
Cleveland Browns,Offense,Ace,Ace,50 TE/Y Outs
Cleveland Browns,Offense,Ace,Ace,Strong Toss
Cleveland Browns,Offense,Ace,Ace,PA H Delay Streak
Cleveland Browns,Offense,Ace,Ace,Weak Draw
Cleveland Browns,Offense,Ace,Ace,RO Strong Flow
Cleveland Browns,Offense,Ace,Ace,Weak Counter
Cleveland Browns,Offense,Ace,Ace,Flea Flicker
Cleveland Browns,Offense,Ace,Ace,Strong Outside Zone
Cleveland Browns,Offense,Pair Slot,Ace,90 Z Bubble Motion
Cleveland Browns,Offense,Pair Slot,Ace,Strong Draw
Cleveland Browns,Offense,Pair Slot,Ace,50 H Wheel
Cleveland Browns,Offense,Pair Slot,Ace,Weak Toss
Cleveland Browns,Offense,Pair Slot,Ace,90 TE/Y Quick Cross
Cleveland Browns,Offense,Pair Slot,Ace,Strong Outside Zone
Cleveland Browns,Offense,Pair Slot,Ace,PA Z Slam-n-Go
Cleveland Browns,Offense,Pair Slot,Ace,Strong Belly
Cleveland Browns,Offense,Pair Slot,Ace,PA-RO Y Corner
Cleveland Browns,Offense,Pair Slot,Ace,Fake Toss Reverse
Cleveland Browns,Offense,Pair Slot,Ace,Toss Reverse Strong B
Cleveland Browns,Offense,Pair Slot,Ace,H Shovel Strong
Cleveland Browns,Offense,Pair Slot,Ace,Slot Reverse Strong B
Cleveland Browns,Offense,Tight Triple,Ace,90 Y Flat
Cleveland Browns,Offense,Tight Triple,Ace,Strong Zone Cutback
Cleveland Browns,Offense,Tight Triple,Ace,50 X Out-n-Up
Cleveland Browns,Offense,Tight Triple,Ace,Weak Counter
Cleveland Browns,Offense,Tight Triple,Ace,50 Hi/Low Drags
Cleveland Browns,Offense,Tight Triple,Ace,Strong Toss
Cleveland Browns,Offense,Tight Triple,Ace,PA Z Out-n-Up
Cleveland Browns,Offense,Tight Triple,Ace,Strong Y Trap
Cleveland Browns,Offense,Tight Triple,Ace,50 Strong Flood
Cleveland Browns,Offense,Tight Triple,Ace,H Shovel Strong
Cleveland Browns,Offense,Tight Triple,Ace,Fake Toss Reverse
Cleveland Browns,Offense,Tight Triple,Ace,50 H Wheel
Cleveland Browns,Offense,Flip Tight Triple,Ace,90 X Qk Hitch
Cleveland Browns,Offense,Flip Tight Triple,Ace,Strong Zone Cutback
Cleveland Browns,Offense,Flip Tight Triple,Ace,50 H Swing Strong
Cleveland Browns,Offense,Flip Tight Triple,Ace,Weak Toss
Cleveland Browns,Offense,Flip Tight Triple,Ace,50 Y Seam
Cleveland Browns,Offense,Flip Tight Triple,Ace,Strong Power
Cleveland Browns,Offense,Flip Tight Triple,Ace,PA X Out-n-Up
Cleveland Browns,Offense,Flip Tight Triple,Ace,Weak Dive
Cleveland Browns,Offense,Flip Tight Triple,Ace,PA-RO Orange Flow
Cleveland Browns,Offense,Bunch,Flush,90 A In
Cleveland Browns,Offense,Bunch,Flush,Strong Draw
Cleveland Browns,Offense,Bunch,Flush,50 Z Slant
Cleveland Browns,Offense,Bunch,Flush,Weak Toss
Cleveland Browns,Offense,Bunch,Flush,50 Strong Spread
Cleveland Browns,Offense,Bunch,Flush,Strong Power
Cleveland Browns,Offense,Bunch,Flush,RO Z Deep Hook
Cleveland Browns,Offense,Bunch,Flush,Strong Lead T-Toss
Cleveland Browns,Offense,Bunch,Flush,Y Slip Screen
Cleveland Browns,Offense,Bunch,Flush,90 All Slam
Cleveland Browns,Offense,Bunch,Flush,Fake Toss Reverse
Cleveland Browns,Offense,Bunch,Flush,50 Hi/Low Drags
Cleveland Browns,Offense,Doubles,Kings,90 Z Arrow
Cleveland Browns,Offense,Doubles,Kings,Strong Zone Cutback
Cleveland Browns,Offense,Doubles,Kings,50 Y Swing Weak
Cleveland Browns,Offense,Doubles,Kings,Weak Outside Zone
Cleveland Browns,Offense,Doubles,Kings,90 All Slam
Cleveland Browns,Offense,Doubles,Kings,Strong Stretch
Cleveland Browns,Offense,Doubles,Kings,90 TE Speed Out
Cleveland Browns,Offense,Doubles,Kings,Weak Draw
Cleveland Browns,Offense,Doubles,Kings,50 H Wheel
Cleveland Browns,Offense,Doubles,Kings,Slot Reverse Strong
Cleveland Browns,Offense,Doubles,Kings,PA Z/TE Cross
Cleveland Browns,Offense,Doubles,Kings,Toss Reverse Strong
Cleveland Browns,Offense,Triple,Kings,90 H Bubble Strong
Cleveland Browns,Offense,Triple,Kings,Weak Dive
Cleveland Browns,Offense,Triple,Kings,50 X Arrow-n-Go
Cleveland Browns,Offense,Triple,Kings,Weak Stretch
Cleveland Browns,Offense,Triple,Kings,50 X Opposite Flow
Cleveland Browns,Offense,Triple,Kings,Strong Toss
Cleveland Browns,Offense,Triple,Kings,50 Y Drag
Cleveland Browns,Offense,Triple,Kings,Strong Outside Zone
Cleveland Browns,Offense,Triple,Kings,PA TE Seam
Cleveland Browns,Offense,Triple,Kings,Slot Reverse Weak
Cleveland Browns,Offense,Triple,Kings,Flea Flicker
Cleveland Browns,Offense,Triple,Kings,Toss Reverse Weak
Cleveland Browns,Offense,Quads,Flush,90 Slants-n-Stops
Cleveland Browns,Offense,Quads,Flush,Strong Dive
Cleveland Browns,Offense,Quads,Flush,50 Double Cross
Cleveland Browns,Offense,Quads,Flush,Weak Toss
Cleveland Browns,Offense,Quads,Flush,50 Y/A Swing
Cleveland Browns,Offense,Quads,Flush,Strong Draw
Cleveland Browns,Offense,Quads,Flush,Weak Trap
Cleveland Browns,Offense,Quads,Flush,50 Slot Outs
Cleveland Browns,Offense,Quads,Flush,Slot Reverse Strong
Cleveland Browns,Offense,Quads,Flush,PA Reverse Z Post
Cleveland Browns,Offense,Quads,Flush,Toss Reverse Strong
Cleveland Browns,Offense,Empty Ace Trips,Ace,90 X Rub Out
Cleveland Browns,Offense,Empty Ace Trips,Ace,QB Sneak
Cleveland Browns,Offense,Empty Ace Trips,Ace,50 H Speed Under
Cleveland Browns,Offense,Empty Ace Trips,Ace,50 Hi/Low Drags
Cleveland Browns,Offense,Empty Ace Trips,Ace,90 Y/TE Hot
Cleveland Browns,Offense,Empty Ace Trips,Ace,50 Y/Z In-n-Out
Cleveland Browns,Offense,I Pro,Pro,90 Z Quick Out
Cleveland Browns,Offense,I Pro,Pro,Weak Iso
Cleveland Browns,Offense,I Pro,Pro,50 Z Quick Out-n-Up
Cleveland Browns,Offense,I Pro,Pro,FB Fake Weak Toss
Cleveland Browns,Offense,I Pro,Pro,50 Double Swing
Cleveland Browns,Offense,I Pro,Pro,Strong FB Dive
Cleveland Browns,Offense,I Pro,Pro,Weak Stretch
Cleveland Browns,Offense,I Pro,Pro,90 Z Speed Under
Cleveland Browns,Offense,I Pro,Pro,Strong Toss
Cleveland Browns,Offense,I Pro,Pro,PA X Slant-n-Go
Cleveland Browns,Offense,I Pro,Pro,Strong Counter Trap
Cleveland Browns,Offense,I Pro,Pro,RO H Flare
Cleveland Browns,Offense,I Twins,Pro,90 TE Speed Out
Cleveland Browns,Offense,I Twins,Pro,Strong Iso
Cleveland Browns,Offense,I Twins,Pro,50 TE Zone In
Cleveland Browns,Offense,I Twins,Pro,Weak Toss
Cleveland Browns,Offense,I Twins,Pro,50 H Screen Strong
Cleveland Browns,Offense,I Twins,Pro,Strong Power
Cleveland Browns,Offense,I Twins,Pro,PA X/Z Verts
Cleveland Browns,Offense,I Twins,Pro,Weak Lead Draw
Cleveland Browns,Offense,I Twins,Pro,PA-RO Z Delay Out
Cleveland Browns,Offense,I Twins,Pro,Slot Reverse I
Cleveland Browns,Offense,I Twins,Pro,HB Pass
Cleveland Browns,Offense,I Twins,Pro,Toss Reverse I
Cleveland Browns,Offense,I Spread,Queens,90 Y Qk Slant
Cleveland Browns,Offense,I Spread,Queens,Weak Iso
Cleveland Browns,Offense,I Spread,Queens,50 X Deep Drag
Cleveland Browns,Offense,I Spread,Queens,FB Fake Weak Toss
Cleveland Browns,Offense,I Spread,Queens,50 H Swing Strong
Cleveland Browns,Offense,I Spread,Queens,Strong FB Dive
Cleveland Browns,Offense,I Spread,Queens,PA X Post
Cleveland Browns,Offense,I Spread,Queens,Strong Lead Draw
Cleveland Browns,Offense,I Spread,Queens,PA Y Curl
Cleveland Browns,Offense,I Spread,Queens,Weak Zone Cutback
Cleveland Browns,Offense,I Spread,Queens,PA-RO Z Stop-n-Go
Cleveland Browns,Offense,I Spread,Queens,Strong Toss
Cleveland Browns,Offense,I Jokers Pair,Jokers,90 Y/TE Speed Outs
Cleveland Browns,Offense,I Jokers Pair,Jokers,Strong Iso
Cleveland Browns,Offense,I Jokers Pair,Jokers,50 TE Zone In
Cleveland Browns,Offense,I Jokers Pair,Jokers,Weak FB Dive
Cleveland Browns,Offense,I Jokers Pair,Jokers,PA X In-n-Out
Cleveland Browns,Offense,I Jokers Pair,Jokers,FB Fake Strong Toss
Cleveland Browns,Offense,I Jokers Pair,Jokers,Weak Toss
Cleveland Browns,Offense,I Jokers Pair,Jokers,PA Y/TE In-n-Out
Cleveland Browns,Offense,I Jokers Pair,Jokers,Strong Power
Cleveland Browns,Offense,I Jokers Pair,Jokers,Fake Toss Reverse I
Cleveland Browns,Offense,I Jokers Pair,Jokers,PA Counter Pass
Cleveland Browns,Offense,I Jokers Pair,Jokers,Strong Counter Trap
Cleveland Browns,Offense,I Jokers,Jokers,90 X Lob Fade
Cleveland Browns,Offense,I Jokers,Jokers,Weak Iso
Cleveland Browns,Offense,I Jokers,Jokers,50 Y/TE Corners
Cleveland Browns,Offense,I Jokers,Jokers,Weak Power
Cleveland Browns,Offense,I Jokers,Jokers,50 Y/TE Zones
Cleveland Browns,Offense,I Jokers,Jokers,Strong Power
Cleveland Browns,Offense,I Jokers,Jokers,Weak Counter Trap
Cleveland Browns,Offense,I Jokers,Jokers,PA X Short Drag
